onet_soc_code,canonical_title,description,matched_target_families,top_skills,top_technology_examples
11-9081.00,Lodging Managers,"Plan, direct, or coordinate activities of an organization or department that provides lodging and other accommodations.",,active listening (4.12) | service orientation (4.12) | management of personnel resources (4.00) | social perceptiveness (4.00) | speaking (4.00) | coordination (3.88) | negotiation (3.88) | reading comprehension (3.88) | writing (3.88) | active learning (3.75) | complex problem solving (3.75) | critical thinking (3.75),microsoft excel | microsoft office software | facebook | microsoft access | microsoft outlook | microsoft powerpoint | microsoft word | property management system pms software | accounting software | anand systems asi frontdesk | delphi technology | email software | enablez resortsuite | epos business solutions system 3 pos | execu / tech systems hotel premium
11-9111.00,Medical and Health Services Managers,"Plan, direct, or coordinate medical and health services in hospitals, clinics, managed care organizations, public health agencies, or similar organizations.",,critical thinking (4.12) | speaking (4.12) | active listening (4.00) | complex problem solving (4.00) | judgment and decision making (4.00) | management of personnel resources (4.00) | monitoring (4.00) | reading comprehension (4.00) | social perceptiveness (4.00) | time management (4.00) | writing (4.00) | active learning (3.88),microsoft excel | microsoft office software | microsoft outlook | microsoft powerpoint | adobe acrobat | apache hadoop | apache maven | autodesk revit | cisco webex | eclinicalworks ehr software | epic systems | facebook | google docs | google sheets | henry schein dentrix
11-9121.00,Natural Sciences Managers,"Plan, direct, or coordinate activities in such fields as life sciences, physical sciences, mathematics, statistics, and research and development in these fields.",,science (4.12) | active listening (4.00) | critical thinking (4.00) | monitoring (4.00) | reading comprehension (4.00) | complex problem solving (3.88) | speaking (3.88) | writing (3.88) | judgment and decision making (3.75) | management of personnel resources (3.62) | active learning (3.50) | learning strategies (3.50),microsoft excel | microsoft office software | microsoft powerpoint | r | adobe acrobat | adobe photoshop | esri arcgis software | ibm spss statistics | microsoft access | microsoft outlook | microsoft project | microsoft sharepoint | microsoft visio | microsoft word | oracle database
11-9121.01,Clinical Research Coordinators,"Plan, direct, or coordinate clinical research projects. Direct the activities of workers engaged in clinical research projects to ensure compliance with protocols and overall clinical objectives. May evaluate and analyze clinical data.",,active listening (4.00) | reading comprehension (4.00) | writing (4.00) | coordination (3.88) | speaking (3.88) | critical thinking (3.75) | complex problem solving (3.62) | judgment and decision making (3.62) | monitoring (3.62) | social perceptiveness (3.62) | management of personnel resources (3.50) | time management (3.50),microsoft excel | microsoft office software | microsoft powerpoint | microsoft word | ibm spss statistics | microsoft access | microsoft outlook | microsoft project | python | r | sas | the mathworks matlab | clinical trial management software | 5am glassbox translational research | budgeting software
11-9121.02,Water Resource Specialists,"Design or implement programs and strategies related to water resource issues such as supply, quality, and regulatory compliance issues.",,active listening (4.00) | critical thinking (4.00) | reading comprehension (4.00) | speaking (4.00) | writing (4.00) | judgment and decision making (3.88) | time management (3.88) | complex problem solving (3.75) | systems analysis (3.62) | systems evaluation (3.62) | active learning (3.25) | coordination (3.25),esri arcgis software | microsoft excel | microsoft office software | microsoft powerpoint | autodesk autocad | microsoft outlook | microsoft word | structured query language sql | geographic information system gis systems | customer relationship management crm software | database software | dhi mike urban | esri arcgis spatial analyst | esri arcinfo | esri arcpad
11-9131.00,Postmasters and Mail Superintendents,"Plan, direct, or coordinate operational, administrative, management, and support services of a U.S. post office; or coordinate activities of workers engaged in postal and related work in assigned post office.",,active listening (4.00) | coordination (4.00) | reading comprehension (4.00) | social perceptiveness (4.00) | speaking (4.00) | time management (4.00) | management of personnel resources (3.88) | critical thinking (3.75) | monitoring (3.75) | negotiation (3.62) | learning strategies (3.38) | service orientation (3.38),microsoft excel | microsoft office software | microsoft outlook | microsoft powerpoint | microsoft windows | microsoft word | sap software | collection point management system cpms | ebuy | email software | facility database software | payroll software | personnel management software | personnel scheduling software | point of sale pos software
11-9141.00,"Property, Real Estate, and Community Association Managers","Plan, direct, or coordinate the selling, buying, leasing, or governance activities of commercial, industrial, or residential real estate properties. Includes managers of homeowner and condominium associations, rented or leased housing units, buildings, or land (including rights-of-way).",,speaking (4.00) | reading comprehension (3.88) | active listening (3.75) | coordination (3.62) | writing (3.62) | critical thinking (3.50) | negotiation (3.50) | persuasion (3.25) | social perceptiveness (3.25) | complex problem solving (3.12) | judgment and decision making (3.12) | management of personnel resources (3.12),microsoft excel | microsoft office software | microsoft outlook | microsoft word | yardi software | facebook | google analytics | google docs | hypertext markup language html | intuit quickbooks | microsoft access | microsoft powerpoint | microsoft project | microsoft windows | advantos systems datatrust enterprise
11-9151.00,Social and Community Service Managers,"Plan, direct, or coordinate the activities of a social service program or community outreach organization. Oversee the program or organization's budget and policies regarding participant involvement, program requirements, and benefits. Work may involve directing social workers, counselors, or probation officers.",,service orientation (4.00) | social perceptiveness (4.00) | active learning (3.88) | active listening (3.88) | complex problem solving (3.88) | coordination (3.88) | critical thinking (3.88) | judgment and decision making (3.88) | management of personnel resources (3.88) | monitoring (3.88) | time management (3.88) | reading comprehension (3.75),microsoft office software | microsoft access | microsoft excel | microsoft outlook | microsoft powerpoint | microsoft project | microsoft word | blackbaud the raiser s edge | client information databases | corel quattropro | corel wordperfect office suite | filemaker pro | financial accounting software | healthcare common procedure coding system hcpcs | ibm lotus 1-2-3
11-9161.00,Emergency Management Directors,"Plan and direct disaster response or crisis management activities, provide disaster preparedness training, and prepare emergency plans and procedures for natural (e.g., hurricanes, floods, earthquakes), wartime, or technological (e.g., nuclear power plant emergencies or hazardous materials spills) disasters or hostage situations.",,service orientation (4.25) | complex problem solving (4.12) | speaking (4.12) | active listening (4.00) | coordination (4.00) | critical thinking (4.00) | judgment and decision making (4.00) | monitoring (4.00) | reading comprehension (4.00) | social perceptiveness (4.00) | writing (4.00) | learning strategies (3.88),microsoft excel | microsoft office software | microsoft outlook | microsoft powerpoint | esri arcgis software | microsoft sharepoint | microsoft word | alert technologies opscenter | desktop publishing software | digital engineering corporation e-maps | emergency managers weather information network emwin | emergency services integrators esi webeoc | federal emergency management information system femis | geographic information system gis software | graphics software
11-9171.00,Funeral Home Managers,"Plan, direct, or coordinate the services or resources of funeral homes. Includes activities such as determining prices for services or merchandise and managing the facilities of funeral homes.",,service orientation (4.00) | active listening (3.88) | social perceptiveness (3.88) | reading comprehension (3.62) | time management (3.62) | critical thinking (3.50) | judgment and decision making (3.50) | management of personnel resources (3.50) | speaking (3.50) | coordination (3.38) | monitoring (3.38) | complex problem solving (3.25),microsoft excel | microsoft office software | microsoft powerpoint | microsoft outlook | microsoft word | codejam memoriesontv | csr consultants cemetery management sc | email software | financial reporting software | fpa software maccs | funeralone life tributes | hmis advantage | icims talent cloud software | mortware professional | twin tiers technologies cims
11-9179.00,"Personal Service Managers, All Other",All personal service managers not listed separately.,,,
11-9179.01,Fitness and Wellness Coordinators,"Manage or coordinate fitness and wellness programs and services. Manage and train staff of wellness specialists, health educators, or fitness instructors.",,speaking (3.88) | active listening (3.75) | coordination (3.75) | service orientation (3.75) | social perceptiveness (3.75) | critical thinking (3.62) | reading comprehension (3.62) | management of personnel resources (3.50) | writing (3.50) | active learning (3.38) | instructing (3.38) | learning strategies (3.38),microsoft excel | microsoft office software | adobe acrobat | google workspace software | microsoft outlook | microsoft powerpoint | microsoft windows | microsoft word | airtable | email software | microfit healthwizard | microsoft publisher | oracle hris | payroll software | web browser software
11-9179.02,Spa Managers,"Plan, direct, or coordinate activities of a spa facility. Coordinate programs, schedule and direct staff, and oversee financial activities.",,coordination (4.00) | monitoring (4.00) | speaking (4.00) | critical thinking (3.88) | management of personnel resources (3.88) | service orientation (3.88) | social perceptiveness (3.88) | active listening (3.75) | judgment and decision making (3.75) | persuasion (3.75) | time management (3.75) | active learning (3.50),facebook | microsoft excel | microsoft office software | microsoft outlook | microsoft powerpoint | microsoft word | bizlink salon manager | booker software spabooker | clientrak | crimpers management software crimpers salon software | csi software spa management | daysmart software salon iris | elite software elite salon and spa management | elite software elite salon and spa payroll | envision salon
11-9199.00,"Managers, All Other",All managers not listed separately.,,,
11-9199.01,Regulatory Affairs Managers,"Plan, direct, or coordinate production activities of an organization to ensure compliance with regulations and standard operating procedures.",,writing (4.25) | reading comprehension (4.12) | active listening (4.00) | speaking (4.00) | critical thinking (3.88) | complex problem solving (3.75) | judgment and decision making (3.75) | systems analysis (3.75) | systems evaluation (3.75) | monitoring (3.62) | time management (3.62) | active learning (3.50),microsoft excel | microsoft office software | microsoft outlook | microsoft powerpoint | adobe acrobat | microsoft access | microsoft project | microsoft sharepoint | microsoft visio | microsoft windows | microsoft word | sap software | structured query language sql | tableau | adlib express
